All Members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"December 6, 2024",,,,,,,,,,,,Last Increase,,52 Week Range,,Dividend Growth,,,,Trailing Total Returns,,,,,,,Performance,,Profitability,,,Financial Strength,,,Valuation,,,,

Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
BFST,"Business First Bancshares, Inc.",,Financials,6,28.28,1.98,2.31,0.14,4,0.56,0.120,14/11/2023,30/11/2023,18.97,30.30,16.67,8.38,9.24,,40.43,5.60,Above Fair Value,11,Blended,Ex-date,11,-13.81,1.15,25.79,2.60,9.89,0.08,0.00,,10.96,1.05,1.51,,Banks

BHB,Bar Harbor Bankshares,,Financials,21,35.69,3.36,3.94,0.3,4,1.20,0.280,15/5/2024,14/6/2024,23.26,38.47,7.41,8.04,6.67,7.02,36.30,7.34,Above Fair Value,4,Blended,Ex-date,10,-10.95,-3.16,28.58,3.65,9.84,0.04,0.00,,11.05,1.03,1.03,,Banks

BK,The Bank of New York Mellon Corporation,,Financials,14,81.49,2.31,3.14,0.47,4,1.88,0.420,22/7/2024,2/8/2024,47.60,82.72,13.08,10.86,8.52,10.46,74.02,15.09,Above Fair Value,2,Blended,Ex-date,11,3.74,3.49,20.04,-3.90,8.57,0.52,0.00,,16.14,1.39,5.55,,Capital Markets

BKH,Black Hills Corporation,,Utilities,54,62.77,4.14,4.07,0.65,4,2.60,0.625,15/2/2024,1/3/2024,49.34,65.59,3.01,4.45,4.98,5.21,26.65,3.19,In the Margin of Safety,-6,Blended,Ex-date,9,-3.73,-16.15,12.01,10.96,7.83,1.12,0.55,3.70,16.53,1.27,60.17,,Multi-Utilities

BKU,"BankUnited, Inc.",,Financials,5,41.46,2.80,3.34,0.29,4,1.16,0.270,11/4/2024,30/4/2024,24.34,44.45,7.70,6.78,5.93,2.92,67.36,-1.16,Above Fair Value,6,Blended,Ex-date,9,-16.62,3.57,20.00,4.25,6.91,0.04,0.00,,14.84,0.98,-7.37,,Banks

BLK,"BlackRock, Inc.",,Financials,15,1044.78,1.95,2.62,5.1,4,20.40,5.000,6/3/2024,22/3/2024,742.23,1068.34,2.12,8.22,9.28,10.52,50.63,7.05,Above Fair Value,8,Blended,Ex-date,11,13.70,10.23,31.38,29.21,15.05,2.56,0.25,8.37,23.21,3.42,2.48,,Capital Markets

BMI,"Badger Meter, Inc.",,Information Technology,32,224.18,0.61,0.78,0.34,4,1.36,0.270,23/8/2024,6/9/2024,139.50,230.76,21.70,15.84,13.16,12.17,52.82,30.23,Above Fair Value,3,Blended,Ex-date,14,38.90,20.25,14.80,4.81,21.95,4.10,0.02,17.19,53.88,10.87,2.62,,"Electronic Equipment, Instruments and Components"

BMRC,Bank of Marin Bancorp,,Financials,18,25.06,3.99,3.86,0.25,4,1.00,0.240,4/8/2022,12/8/2022,14.11,27.11,0.00,2.45,5.51,10.02,16.39,-15.38,In the Margin of Safety,-20,Blended,Ex-date excl. specials,10,0.00,-51.22,-23.25,1.15,-3.23,0.08,0.00,,-23.40,0.74,0.00,,Banks

BMY,Bristol-Myers Squibb Company,,Health Care,18,58.84,4.08,3.55,0.6,4,2.40,0.570,4/1/2024,1/2/2024,39.35,61.08,5.34,-0.56,7.78,5.19,-6.46,-1.01,In the Margin of Safety,-13,Blended,Declaration date,12,0.00,5.57,-15.31,7.41,-31.34,1.25,0.75,8.20,-14.45,6.13,0.00,,Pharmaceuticals

BOKF,BOK Financial Corporation,,Financials,19,117.8,1.94,2.71,0.57,4,2.28,0.550,15/11/2024,27/11/2024,76.76,121.58,1.86,1.89,1.93,3.24,34.23,7.87,Above Fair Value,10,Blended,Ex-date excl. specials,4,-21.44,-2.46,23.45,6.68,9.01,0.20,0.00,,14.40,1.20,16.56,,Banks

BOTJ,"Bank of the James Financial Group, Inc.",,Financials,5,16.1,2.48,2.53,0.1,4,0.40,0.080,29/2/2024,15/3/2024,9.65,17.05,18.75,13.36,11.74,15.38,35.28,1.20,At Fair Value,0,Blended,Ex-date excl. specials,14,-0.49,1.37,19.21,2.24,14.18,0.13,0.00,,7.41,0.91,0.75,,Banks

BPRN,The Bank of Princeton,,Financials,5,38.37,3.13,2.94,0.3,4,1.20,0.250,9/2/2023,3/3/2023,29.02,39.35,4.35,27.43,58.49,,32.40,11.25,Above Fair Value,11,Blended,Ex-date,62,-63.45,-5.54,15.33,2.09,4.18,0.10,0.00,,22.93,0.97,45.01,,Banks

BR,"Broadridge Financial Solutions, Inc.",,Information Technology,17,235.91,1.49,1.63,0.88,4,3.52,0.800,12/9/2024,3/10/2024,188.31,237.74,10.26,11.52,10.46,13.81,22.09,10.81,At Fair Value,0,Blended,Ex-date,12,2.68,4.67,10.58,8.46,31.82,1.39,0.64,11.06,36.77,11.40,4.65,,IT Services

BRC,Brady Corporation,,Industrials,39,75.17,1.28,1.80,0.24,4,0.96,0.235,10/10/2024,31/10/2024,56.09,77.68,2.18,2.23,2.04,1.89,41.74,16.83,At Fair Value,0,Blended,Ex-date,3,10.74,3.38,14.20,4.52,18.71,1.85,0.13,12.95,17.40,3.07,1.84,,Commercial Services and Supplies

BRKL,"Brookline Bancorp, Inc.",,Financials,6,12.61,4.28,4.82,0.135,4,0.54,0.130,9/11/2022,25/11/2022,8.01,13.15,0.00,4.74,4.67,4.74,17.43,-8.65,At Fair Value,0,Blended,Ex-date,9,-13.24,1.47,22.19,1.14,6.21,0.06,0.00,,12.12,0.74,-2.35,,Banks

BRO,"Brown & Brown, Inc.",,Financials,30,110.55,0.54,0.66,0.15,4,0.60,0.130,6/11/2024,13/11/2024,69.13,114.15,13.05,12.02,10.20,10.03,49.30,24.01,Above Fair Value,4,Blended,Ex-date,11,40.73,11.36,23.07,3.99,18.15,1.15,0.38,8.44,27.98,4.59,1.31,,Insurance

BRT,BRT Apartments Corp.,,Real Estate,6,18.86,5.30,5.66,0.25,4,1.00,0.230,29/6/2022,8/7/2022,15.21,20.22,66.67,11.99,8.80,,9.39,2.17,Above Fair Value,1,Blended,Ex-date,14,0.00,1.96,-9.78,1.16,-4.18,2.14,0.70,1.22,-31.92,1.58,0.00,,Equity Real Estate Investment Trusts (REITs)

BSVN,Bank7 Corp.,,Financials,5,47.35,2.03,2.78,0.24,4,0.96,0.210,26/9/2024,9/10/2024,23.91,49.42,26.09,25.52,54.14,,71.29,23.65,Above Fair Value,16,Blended,Ex-date,56,-0.92,10.72,41.53,6.29,19.17,0.14,0.00,,9.72,1.72,0.30,,Banks

BWXT,"BWX Technologies, Inc.",,Industrials,9,127.97,0.75,1.34,0.24,4,0.96,0.230,8/3/2024,28/3/2024,74.69,136.31,4.40,5.03,7.24,9.04,46.49,28.12,Above Fair Value,49,Blended,Ex-date,8,24.12,12.03,10.32,3.86,28.76,2.25,0.54,9.46,35.97,9.39,4.99,,Aerospace and Defense

BXS,BancorpSouth Bank,,Financials,12,37.44,2.67,3.46,0.25,4,1.00,0.235,14/3/2024,1/4/2024,24.99,40.20,6.49,8.56,7.23,15.92,55.28,6.02,At Fair Value,0,Blended,Ex-date,10,-65.40,-14.55,51.13,4.07,2.56,0.10,0.00,,49.42,1.08,-2.31,,Banks

CABO,"Cable One, Inc.",,Communication Services,9,416.35,2.83,1.53,2.95,4,11.80,2.850,28/8/2023,15/9/2023,311.28,574.53,2.61,4.81,7.43,,-41.57,-41.19,In the Margin of Safety,-45,Blended,Ex-date,10,889.25,-5.18,13.92,115.40,12.11,0.94,0.66,5.58,8.81,1.05,1.42,,Media

CAC,Camden National Corporation,,Financials,11,46.8,3.59,4.16,0.42,4,1.68,0.400,12/1/2023,31/1/2023,28.62,50.07,1.21,6.78,6.97,8.85,54.29,-0.58,At Fair Value,0,Blended,Declaration date,11,-6.77,-0.37,27.75,0.45,9.43,0.04,0.00,,12.87,1.14,-5.71,,Banks

CAG,"Conagra Brands, Inc.",,Consumer Staples,5,27.82,5.03,3.77,0.35,4,1.40,0.330,28/7/2023,31/8/2023,26.21,33.24,4.48,7.17,10.50,3.43,24.38,2.74,In the Margin of Safety,-6,Blended,Ex-date,16,-54.31,-2.73,4.14,3.85,5.61,0.94,0.51,6.49,29.67,1.69,-4.57,,Food Products

CAH,"Cardinal Health, Inc.",,Health Care,29,122.84,1.65,2.92,0.506,4,2.02,0.501,1/7/2024,15/7/2024,93.17,126.23,34.55,0.92,0.95,4.53,29.92,33.99,Above Fair Value,28,Blended,Ex-date,3,545.72,6.87,0.58,6.52,80.61,0.95,2.74,89.57,21.03,-8.17,0.00,,Healthcare Providers and Services

CARR,Carrier Global Corporation,,Industrials,5,73.99,1.03,1.00,0.19,4,0.76,0.185,20/12/2023,9/2/2024,52.54,83.32,7.10,19.72,,,47.80,17.55,Above Fair Value,2,Blended,Ex-date,,16.91,25.64,14.01,1.69,13.94,1.08,0.47,6.11,46.44,4.92,,,Building Products

CASS,"Cass Information Systems, Inc.",,Information Technology,23,43.72,2.84,2.91,0.31,4,1.24,0.300,3/12/2024,13/12/2024,37.99,50.25,3.45,3.58,3.79,7.07,14.47,2.57,At Fair Value,0,Blended,Ex-date excl. specials,7,-25.48,4.98,10.45,2.07,10.36,1.16,0.04,13.35,24.39,2.38,-5.38,,IT Services

CASY,"Casey's General Stores, Inc.",,Consumer Staples,25,420.07,0.48,0.65,0.5,4,2.00,0.430,1/8/2024,15/8/2024,266.56,435.60,14.02,10.14,8.51,9.24,39.19,26.70,Above Fair Value,17,Blended,Ex-date,9,11.32,4.02,3.40,25.47,17.28,0.85,0.34,10.06,28.07,4.56,3.03,,Food and Staples Retailing

CAT,Caterpillar Inc.,,Industrials,31,394.98,1.43,2.25,1.41,4,5.64,1.300,19/7/2024,20/8/2024,255.81,418.50,37.15,16.97,13.24,10.40,46.39,29.57,Above Fair Value,10,Blended,Adjusted ex-date,15,22.28,-1.39,16.26,25.67,53.48,1.40,0.67,14.96,18.05,9.74,1.18,,Machinery

CB,Chubb Limited,,Financials,31,286.62,1.27,1.83,0.91,4,3.64,0.860,14/6/2024,5/7/2024,216.91,302.05,4.74,3.86,3.65,3.30,40.47,20.35,At Fair Value,0,Blended,Declaration date,5,44.68,13.16,18.28,36.53,16.13,0.39,0.25,8.16,11.70,1.77,0.46,,Insurance

CBAN,"Colony Bankcorp, Inc.",,Financials,8,17.59,2.56,3.25,0.113,4,0.45,0.110,6/2/2024,21/2/2024,10.33,18.49,2.29,3.18,10.23,,61.43,-2.61,At Fair Value,0,Blended,Ex-date,13,1.71,-2.54,20.23,1.85,8.57,0.08,0.00,,12.38,0.99,9.45,,Banks

CBOE,"Cboe Global Markets, Inc.",,Financials,14,208.55,1.21,1.45,0.63,4,2.52,0.550,30/8/2024,13/9/2024,166.13,221.66,11.23,9.43,12.07,11.77,32.75,20.01,At Fair Value,0,Blended,Ex-date excl. specials,13,10.46,3.84,19.73,15.40,19.52,1.39,0.28,12.89,27.81,5.10,1.97,,Capital Markets

CBSH,"Commerce Bancshares, Inc.",,Financials,56,68.74,1.57,1.80,0.27,4,1.08,0.257,3/12/2024,17/12/2024,47.09,72.76,5.47,5.75,6.30,6.93,32.57,1.36,At Fair Value,0,Blended,Ex-date excl. specials,8,1.11,5.00,30.91,6.19,16.81,0.15,0.00,,15.46,2.23,2.82,,Banks

CBT,Cabot Corporation,,Materials,13,103.66,1.66,2.55,0.43,4,1.72,0.400,31/5/2024,14/6/2024,70.63,117.46,7.80,5.85,4.07,7.05,64.34,33.33,Above Fair Value,24,Blended,Ex-date,6,-12.87,1.61,9.52,12.56,28.30,2.08,0.44,13.92,16.47,4.26,0.80,,Chemicals

CBU,"Community Bank System, Inc.",,Financials,32,68.3,2.69,3.15,0.46,4,1.84,0.450,13/9/2024,10/10/2024,41.50,73.39,2.26,2.32,3.16,4.74,42.80,-2.21,At Fair Value,0,Blended,Ex-date,6,11.89,10.21,23.56,4.18,9.97,0.03,0.00,,18.56,1.71,-30.07,,Banks

CCBG,"Capital City Bank Group, Inc.",,Financials,11,39.55,2.33,2.47,0.23,4,0.92,0.210,9/9/2024,23/9/2024,25.45,40.86,16.44,11.70,14.08,30.36,21.83,15.40,In the Margin of Safety,-4,Blended,Ex-date,16,3.08,4.47,22.81,3.36,11.14,0.11,0.00,,11.61,1.26,1.08,,Banks

CCI,Crown Castle International Corp. (REIT),,Real Estate,10,103.32,6.06,4.43,1.565,4,6.26,1.470,14/12/2022,30/12/2022,92.48,120.92,0.00,5.58,6.83,19.55,36.47,-7.56,In the Margin of Safety,-22,Blended,Ex-date,13,-20.98,-6.76,18.63,6.77,20.53,0.54,0.85,4.09,41.93,9.75,3.88,,Equity Real Estate Investment Trusts (REITs)

CCOI,"Cogent Communications Holdings, Inc.",,Communication Services,12,78.72,5.06,5.33,0.995,4,3.98,0.985,22/11/2024,6/12/2024,50.80,86.76,4.31,8.12,10.46,12.18,30.14,8.43,At Fair Value,0,Blended,Ex-date,16,-96.36,24.04,4.04,-1.52,10.30,2.03,0.88,-5.02,91.62,11.13,296.79,,Diversified Telecommunication Services

CDW,CDW Corporation,,Information Technology,11,178.3,1.40,1.15,0.625,4,2.50,0.620,25/11/2024,10/12/2024,172.95,263.37,5.09,15.73,16.02,30.74,13.38,8.78,In the Margin of Safety,-8,Blended,Ex-date,17,2.05,-4.43,5.33,10.96,53.36,1.41,0.74,12.53,27.33,12.84,2.43,,"Electronic Equipment, Instruments and Components"

CE,Celanese Corporation,,Materials,15,69.44,4.03,2.28,0.7,4,2.80,0.680,28/10/2022,14/11/2022,69.02,172.16,0.00,1.73,3.84,12.53,10.55,-1.24,In the Margin of Safety,-32,Blended,Declaration date,8,-46.16,-2.24,10.41,11.93,15.10,1.38,0.64,3.30,13.51,2.05,1.95,,Chemicals

CFFI,C&F Financial Corporation,,Financials,13,77.2,2.28,3.48,0.44,4,1.76,0.420,14/3/2023,1/4/2023,33.52,79.09,1.16,4.11,3.53,4.08,12.51,6.56,Above Fair Value,20,Blended,Ex-date,6,-32.56,-8.11,16.44,5.99,8.87,0.06,0.00,,10.32,0.84,8.33,,Banks

CFR,"Cullen/Frost Bankers, Inc.",,Financials,31,138.22,2.75,3.46,0.95,4,3.80,0.920,30/8/2024,13/9/2024,94.09,147.64,31.17,16.75,10.91,8.65,28.21,1.35,At Fair Value,0,Blended,Ex-date,14,-22.99,0.43,27.00,13.14,14.87,0.21,0.00,,13.87,1.80,5.39,,Banks

CGNX,Cognex Corporation,,Information Technology,9,37.62,0.85,0.54,0.08,4,0.32,0.075,14/11/2024,29/11/2024,34.79,53.13,7.15,7.73,8.45,,-3.86,-19.90,In the Margin of Safety,-15,Blended,Ex-date excl. specials,9,-43.12,0.14,10.11,0.66,5.83,3.94,0.05,3.68,77.61,4.41,-6.43,,"Electronic Equipment, Instruments and Components"

CHCO,City Holding Company,,Financials,14,130.43,2.42,2.99,0.79,4,3.16,0.715,15/10/2024,31/10/2024,97.50,137.28,10.01,7.38,6.18,6.39,33.63,17.99,Above Fair Value,10,Blended,Declaration date,9,-0.32,0.72,40.03,8.96,17.16,0.07,0.00,,15.04,2.33,1.44,,Banks

CHCT,Community Healthcare Trust Incorporated,,Real Estate,9,18.45,10.08,5.79,0.465,4,1.86,0.463,8/11/2024,22/11/2024,15.06,29.16,2.23,2.29,2.34,,-33.94,-21.93,In the Margin of Safety,-42,Blended,Ex-date,12,0.00,6.01,-0.39,2.19,-0.09,4.88,0.51,1.48,-152.14,1.02,0.00,,Equity Real Estate Investment Trusts (REITs)

CHD,"Church & Dwight Co., Inc.",,Consumer Staples,28,109.16,1.04,1.19,0.284,4,1.14,0.273,14/2/2024,1/3/2024,90.26,113.50,4.07,4.06,4.55,6.39,15.60,9.52,At Fair Value,0,Blended,Ex-date,6,25.89,4.81,9.09,4.51,13.34,1.62,0.37,10.62,46.54,6.12,-22.97,,Household Products

CHDN,Churchill Downs Incorporated,,Consumer Discretionary,14,140.96,0.29,0.38,0.409,1,0.41,0.382,6/12/2024,3/1/2025,111.10,150.21,7.01,7.10,7.06,10.18,16.91,4.38,At Fair Value,0,Blended,Ex-date,7,15.57,12.22,15.45,10.09,41.37,0.55,0.82,7.48,24.43,9.06,0.96,,"Hotels, Restaurants and Leisure"

CHE,Chemed Corporation,,Health Care,16,556.03,0.36,0.31,0.5,4,2.00,0.400,12/8/2024,30/8/2024,523.33,654.62,10.40,7.20,6.87,7.57,15.99,9.25,In the Margin of Safety,-6,Blended,Ex-date,7,22.70,6.84,12.70,23.94,26.77,1.86,0.11,18.29,30.05,7.26,3.39,,Healthcare Providers and Services

CHRW,"C.H. Robinson Worldwide, Inc.",,Industrials,26,106.17,2.34,2.34,0.62,4,2.48,0.610,6/9/2024,1/10/2024,65.00,113.10,0.41,6.30,4.15,5.76,31.89,10.98,At Fair Value,0,Blended,Ex-date,6,-11.48,-3.69,1.96,2.42,22.82,1.50,0.54,11.31,37.91,7.95,-3.93,,Air Freight and Logistics

CINF,Cincinnati Financial Corporation,,Financials,64,157.16,2.06,2.70,0.81,4,3.24,0.750,18/3/2024,15/4/2024,100.31,161.75,8.17,8.50,7.55,6.22,36.75,8.84,Above Fair Value,1,Blended,Ex-date excl. specials,10,84.03,24.39,25.26,16.50,25.14,1.18,0.06,18.74,6.95,1.55,0.25,,Insurance

CIVB,"Civista Bancshares, Inc.",,Financials,13,22.94,2.79,3.15,0.16,4,0.64,0.150,7/8/2023,22/8/2023,13.60,23.70,8.48,9.32,9.86,13.53,19.92,-5.42,Above Fair Value,1,Blended,Ex-date,13,-30.87,-10.06,21.46,1.81,8.65,0.04,0.00,,8.92,0.72,-8.08,,Banks

CL,Colgate-Palmolive Company,,Consumer Staples,61,95.1,2.10,2.37,0.5,4,2.00,0.480,19/4/2024,15/5/2024,75.50,109.30,3.16,3.27,2.89,3.43,49.43,13.86,At Fair Value,0,Blended,Ex-date,5,82.67,5.07,14.27,4.85,487.93,1.05,0.91,29.13,29.72,194.98,5.65,,Household Products

CLX,The Clorox Company,,Consumer Staples,47,169.74,2.87,3.00,1.22,4,4.88,1.200,14/8/2024,30/8/2024,127.60,171.35,1.69,2.40,4.12,5.33,28.70,2.69,At Fair Value,0,Blended,Ex-date,7,313.84,6.18,4.78,7.22,208.46,1.00,0.93,22.38,56.65,335.80,-3.84,,Household Products

CMCSA,Comcast Corporation,,Communication Services,16,42.79,2.90,2.52,0.31,4,1.24,0.290,2/4/2024,24/4/2024,36.43,47.11,7.15,7.73,8.45,10.69,-3.05,-6.78,In the Margin of Safety,-18,Blended,Pay date,11,3.17,1.82,11.93,6.49,16.89,0.72,0.54,7.63,11.20,1.87,1.74,,Media

CME,CME Group Inc.,,Financials,14,246.02,2.36,2.05,5.8,1,5.80,1.150,27/12/2024,16/1/2025,190.70,249.02,5.82,8.63,9.06,9.36,15.42,9.06,In the Margin of Safety,-1,Blended,Ex-date excl. specials,11,13.54,13.06,57.44,10.35,12.30,1.03,0.12,7.55,23.17,2.82,2.16,,Capital Markets

CMI,Cummins Inc.,,Industrials,19,378.57,1.92,2.56,1.82,4,7.28,1.680,23/8/2024,5/9/2024,226.53,381.93,7.36,7.65,7.72,9.96,45.41,16.02,Above Fair Value,14,Blended,Ex-date,10,-23.77,2.73,6.14,10.95,19.38,1.33,0.42,11.28,21.51,4.31,-15.57,,Machinery

CMS,CMS Energy Corporation,,Utilities,18,67.38,3.06,3.03,0.515,4,2.06,0.488,9/2/2024,29/2/2024,55.10,72.40,5.73,5.88,6.20,6.68,37.58,9.12,At Fair Value,0,Blended,Ex-date,9,37.86,-4.03,14.01,8.01,11.51,1.24,0.66,4.27,20.18,2.68,2.07,,Multi-Utilities

CNA,CNA Financial Corporation,,Financials,8,50.95,3.45,4.11,0.44,4,1.76,0.420,16/2/2024,7/3/2024,40.92,52.36,4.83,4.84,4.45,6.24,35.19,13.61,At Fair Value,0,Blended,Ex-date excl. specials,8,21.04,9.19,9.27,8.80,13.51,0.38,0.22,8.73,10.19,1.24,0.67,,Insurance

CNI,Canadian National Railway Company,,Industrials,29,109.31,2.28,1.90,0.623,4,2.49,0.613,6/9/2024,27/9/2024,105.28,134.02,7.25,8.17,9.52,10.64,10.35,2.40,In the Margin of Safety,-5,Blended,Ex-date,12,15.17,1.54,31.66,11.16,27.56,0.65,0.52,11.00,13.76,3.79,2.11,,Road and Rail

CNO,"CNO Financial Group, Inc.",,Financials,12,39.33,1.63,2.45,0.16,4,0.64,0.150,10/6/2024,24/6/2024,24.92,40.91,6.90,7.44,8.11,11.44,51.22,17.05,Above Fair Value,6,Blended,Ex-date,10,3.69,14.51,6.07,5.67,11.98,3.03,0.62,5.86,13.87,1.36,0.69,,Insurance

CNOB,"ConnectOne Bancorp, Inc.",,Financials,6,27.15,2.65,2.57,0.18,4,0.72,0.170,14/5/2024,3/6/2024,17.07,29.31,7.70,20.51,16.23,8.85,45.43,-3.08,At Fair Value,0,Blended,Ex-date,19,-28.10,-9.85,29.24,1.49,5.99,0.04,0.00,,14.45,0.85,-4.27,,Banks

CNS,"Cohen & Steers, Inc.",,Financials,15,101.22,2.33,2.85,0.59,4,2.36,0.570,1/3/2024,14/3/2024,61.42,110.67,3.55,10.38,10.67,10.53,58.40,8.48,Above Fair Value,8,Blended,Ex-date excl. specials,13,0.92,0.21,27.23,2.41,33.53,6.02,0.22,16.24,35.50,9.88,55.25,,Capital Markets

COFS,"ChoiceOne Financial Services, Inc.",,Financials,13,37.71,2.97,4.04,0.28,4,1.12,0.270,13/12/2024,31/12/2024,21.52,37.94,3.85,5.88,6.73,7.46,63.63,12.27,At Fair Value,0,Blended,Ex-date excl. specials,10,5.75,8.01,28.29,1.77,11.60,0.07,0.00,,9.72,1.12,0.70,,Banks

COP,ConocoPhillips,,Energy,8,104.44,2.99,2.72,0.78,4,3.12,0.580,12/8/2024,3/9/2024,101.30,135.18,23.54,13.58,15.62,-1.05,-9.86,20.27,In the Margin of Safety,-6,Blended,Ex-date excl. specials,19,-7.97,-7.95,17.48,17.84,20.38,1.30,0.27,14.15,12.47,2.43,4.51,,"Oil, Gas and Consumable Fuels"

COR,"Cencora, Inc.",,Health Care,20,244.31,0.90,1.31,0.55,4,2.20,0.510,15/11/2024,29/11/2024,195.83,253.27,5.16,5.05,4.98,8.06,26.23,24.92,Above Fair Value,13,Blended,Ex-date,6,-11.79,12.13,0.52,17.56,209.12,0.88,0.88,29.30,29.61,67.93,2.23,,Healthcare Providers and Services

COST,Costco Wholesale Corporation,,Consumer Staples,20,982.26,0.47,0.67,1.16,4,4.64,1.020,25/4/2024,10/5/2024,606.35,991.15,13.55,13.53,12.32,12.61,61.47,27.22,Above Fair Value,25,Blended,Ex-date excl. specials,13,17.08,5.03,2.90,25.55,30.27,0.97,0.30,16.79,53.78,16.75,3.64,,Food and Staples Retailing

CPK,Chesapeake Utilities Corporation,,Utilities,21,129.75,1.97,1.93,0.64,4,2.56,0.590,14/6/2024,5/7/2024,98.25,134.20,9.34,10.17,9.68,8.86,29.93,3.07,At Fair Value,0,Blended,Ex-date,12,-0.62,12.63,14.17,10.92,9.69,0.39,0.52,6.17,25.23,2.10,4.59,,Gas Utilities

CPT,Camden Property Trust,,Real Estate,15,121.47,3.39,3.32,1.03,4,4.12,1.000,27/3/2024,17/4/2024,90.50,127.69,3.81,5.89,5.23,4.60,35.68,-2.52,At Fair Value,0,Blended,Ex-date,9,52.23,1.45,22.16,7.51,7.23,0.09,0.42,2.32,38.95,3.02,2.86,,Equity Real Estate Investment Trusts (REITs)

CQP,"Cheniere Energy Partners, L.P.",,Energy,8,58.72,5.52,6.36,0.81,4,3.24,0.775,7/8/2024,14/8/2024,45.51,59.99,1.14,6.03,5.67,6.32,-3.46,14.36,Above Fair Value,5,Blended,Ex-date,11,-54.55,-23.67,31.28,6.22,287.17,0.69,1.05,14.85,10.55,14.72,0.61,,"Oil, Gas and Consumable Fuels"

CRAI,"CRA International, Inc.",,Industrials,8,187.29,1.05,1.51,0.49,4,1.96,0.420,26/11/2024,13/12/2024,96.00,208.38,45.84,26.40,21.30,,76.61,22.56,Above Fair Value,25,Blended,Ex-date,22,24.14,10.75,6.42,4.43,20.92,1.07,0.46,11.31,26.83,5.56,1.59,,Professional Services

CSCO,"Cisco Systems, Inc.",,Information Technology,14,60.02,2.67,3.18,0.4,4,1.60,0.390,3/4/2024,24/4/2024,44.50,60.23,2.60,2.67,3.05,5.68,2.19,2.37,Above Fair Value,3,Blended,Declaration date,6,-29.91,-8.72,17.74,3.03,20.77,0.89,0.43,11.02,23.90,4.90,-14.54,,Communications Equipment

CSGS,"CSG Systems International, Inc.",,Information Technology,11,54.82,2.19,2.18,0.3,4,1.20,0.280,14/3/2024,28/3/2024,39.56,57.16,6.79,6.21,6.11,6.74,-2.42,2.49,In the Margin of Safety,-3,Blended,Ex-date,8,-5.91,1.39,5.53,4.66,23.71,1.58,0.68,9.59,21.32,4.74,-10.73,,IT Services

CSL,Carlisle Companies Incorporated,,Industrials,48,436.27,0.92,1.12,1,4,4.00,0.850,20/8/2024,3/9/2024,290.32,481.26,14.52,18.85,15.87,14.59,75.23,32.68,At Fair Value,0,Blended,Ex-date,17,40.71,8.66,27.05,21.93,31.46,2.73,0.46,14.21,23.86,7.37,1.27,,Industrial Conglomerates

CSWC,Capital Southwest Corporation,,Financials,9,22.9,10.13,9.65,0.58,4,2.32,0.570,13/9/2024,30/9/2024,22.01,27.23,6.52,10.45,8.40,27.61,22.42,12.39,At Fair Value,0,Blended,Ex-date excl. specials,19,-12.13,27.41,37.77,-1.73,10.17,99.10,0.50,7.10,15.33,1.53,4.42,,Capital Markets

CSWI,"CSW Industrials, Inc.",,Industrials,5,409.94,0.23,0.47,0.24,4,0.96,0.210,25/10/2024,8/11/2024,177.06,436.50,11.12,11.97,24.27,,109.83,42.77,Above Fair Value,56,Blended,Ex-date,25,11.10,8.55,13.77,12.74,14.11,3.83,0.06,11.65,49.49,5.98,2.41,,Building Products

CSX,CSX Corporation,,Industrials,20,34.62,1.39,1.37,0.12,4,0.48,0.110,28/2/2024,15/3/2024,31.74,40.12,9.31,8.63,8.45,8.57,13.85,6.50,In the Margin of Safety,-1,Blended,Ex-date,10,0.55,-0.18,24.98,2.76,29.46,1.40,0.60,10.99,18.38,5.15,3.04,,Road and Rail

CTAS,Cintas Corporation,,Industrials,40,223.22,0.70,1.06,0.39,4,1.56,0.338,15/8/2024,3/9/2024,136.87,228.12,16.88,-2.00,22.31,21.97,72.71,30.59,Above Fair Value,24,Blended,Ex-date,23,19.09,8.50,16.80,5.45,40.47,1.54,0.42,19.57,50.01,20.19,3.16,,Commercial Services and Supplies

CTBI,"Community Trust Bancorp, Inc.",,Financials,44,58.86,3.19,4.42,0.47,4,1.88,0.460,13/9/2024,1/10/2024,38.44,61.67,3.94,5.97,4.85,4.68,51.36,10.25,Above Fair Value,1,Blended,Ex-date excl. specials,8,-3.75,0.62,34.83,5.73,11.18,0.06,0.00,,11.28,1.18,2.85,,Banks

CTRA,Coterra Energy,,Energy,8,25.66,3.27,2.55,0.21,4,0.84,0.200,13/3/2024,28/3/2024,22.30,28.90,10.67,25.50,21.01,26.36,-8.64,10.31,In the Margin of Safety,-12,Blended,Ex-date excl. specials,24,-43.33,-14.00,22.55,3.93,9.60,1.61,0.16,6.67,14.44,1.36,-5.08,,"Oil, Gas and Consumable Fuels"

